id,premise,hypothesis,label
165edb213c,The CEO and CFO's vision was to make Pfizer  the preeminent corporate finance organization in the industry.,In order to increase revenue the CEO will fire many employees.,1
2e8ba80197,"To the sociologists' speculations, add mine.",Add my speculation to the sociologists'.,0
aa9a7f07e8,if it had rained any more in the last two weeks instead of planting Saint Augustine grass in the front yard i think i would have plowed everything under and had a rice field,It's rained enough to make a rice patty.,0
38a47907f3,"But they persevered, she said, firm and optimistic in their search, until they were finally allowed by a packed restaurant to eat their dinner off the floor.",They were seated at a table that they could eat at.,2
160bee2d54,and the same is true of the drug hangover you know if you,It's nothing like a drug hangover.,2
9e38ecef7a,well that would be a help i wish they would do that here we have got so little landfill space left that we're going to run out before the end of this decade and it's really going to be,We're going to run out of land space soon.,0
d349c3ef63,i spent a number of years in the service as an intelligence analyst,I was an intelligence analyst for quite some time.,0
0b0c1fcbb3,"On top is a broad plateau 650 metres (2,132 feet) long by 300 metres (984 feet) wide.","There is a plateau on the top, which is 650 meters long.",0
0bc3c783c4,It's Legal Aid's commitment to justice.,Legal Aid never commits to justice.,2
a6a8ce7397,"Their rulers introduced Buddhist and Hindu culture, Brahmin ministers to govern, and an elaborate court ritual.",The rulers came and introduced African culture and Brahmin ministers that governed.,2
9a3e8cbd22,yeah i try to no i uh uh try not to use any insecticides at all i try not to even use insecticides on my lawn but i sometimes i can't manage,I try not to use insecticides because I've read many disconcerting things about them,1
b31263456d,He pulled his cloak tighter and wished for a moment that he had not shaved his head.,The man wrapped himself in hos cloak because of the blustering winds and bitter cold outside that evening. ,1
262de4d20a,um something that i i think that i've noticed that i i have a friend i think if you're going into like uh law or medicine a very particular very specific field even even engineering you can get you can meet a lot of the requirements at a public um institution,"Law,medicine or engineering students often can't get a job",2
91f5416c50,Don't remember. ,"Yes, I remember.",2
d98afcbc5d,"However, the WRAP States may unanimously petition the Administrator to determine that the total emissions of affected EGUs are reasonably projected to exceed 271,000 tons in 2018 or a later year and to make affected EGUs subject to the requirements of the new WRAP trading program.","The WRAP States may unanimously petition the Administrator to determine that the total emissions of affected EGUs are reasonably projected to exceed 271,000 tons",0
81f4a7b25d,I thought working on Liddy's campaign would be better than working on Bob's.,I thought I would like working on Liddy's campaign the best.,1
118f0b85c6,More works can be seen in the museum attached to the cathedral (admission is around 100 pe?­setas).,The museum attached to the cathedral has art in it.,0
58b6abf5a1,"Rightly or wrongly, America is seen as globalization's prime mover and head cheerleader and will be blamed for its excesses until we start paying official attention to them.",America alone is responsible for the excesses of the globalization movement. ,1
f992a6a6f9,He had forgotten about Adrin.,He didn't remember Adrin.,0
c57370bb9b,Base year data will be actual receipt and outlay data for the last completed fiscal year,Base year data will be actual receipt and outlay data.,0
9b2e2e45c5,"The central section of Tinos has little of interest, but make your way over the hills to the pretty village of Pyrgos, famed for its school of marble carving.",You can find schools marble carving in the village of Pyrgos.,0
58c2fec1d9,"Pray be seated, mademoiselle.","Please, everyone be seated.",1
314d8a109b,but i've lived up here all my life and i'm fifty eight years old so i i could,I have lived in this place for fifty eight years.,0
7dade6ec59,oh yeah all all mine are uh purebreds so i keep them in,mine are all mixed breeds,2
179b0e83de,Interpreters will be provided by APALRC.,"Interpreters will be distributed at an even male, female ratio.",1
e96876bb6b,it it i think that is the biggest problem when you really not you don't don't really need the stuff but the nicer looking clothes are the more expensive nicely tailored clothes,It costs more for nicely tailored clothes that you don't need.,0
53efaef5ca,"And put like that, she added confidentially to Tommy, ""nobody could boggle at the expense!"" Nobody did, which was the great thing.",People boggled at the expense.,2
41dd393894,It is constrained by laws and regulations formulated by Congress over more than two centuries.,There are no laws constraining it.,2
fe9b6460a5,"If they have overestimated how far the CPI is off, Boskin and his commission may institutionalize an underestimated CPI--guaranteeing a yearly, stealth tax increase.",There is no chance they have overestimated how far the CPI is off. ,1
9fda0f4041,Such a knowledgebased process enables decision makers to be reasonably certain about critical facets of the product under development when they need this knowledge.,The knowledge base will give them information needed for the product to be developed.,0
ac262894e5,um something that i i think that i've noticed that i i have a friend i think if you're going into like uh law or medicine a very particular very specific field even even engineering you can get you can meet a lot of the requirements at a public um institution,"If you are a law,medicine or engineering student you meet a lot of requirements at a public institution.",0
e00bd52539,You will need-all of you will need-to be highly visible personally and professionally.,Everyone needs to maintain an open look to the public in order to attain trust.,1
fe5bc6437c,Or just a philosophy of any weapon to hand?,They go with any weapon that they can find in the cave.,1
